loc_rowid,pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_bmassj,st_dist,gaia_dist,st_teff,st_mass,pl_facility,,,,rowupdate
183,GJ 676 A,GJ 676 A c,Radial Velocity,4,7337,6.6,6.8,16.03,16.03,3734,0.73,Paranal Observatory,,,,29-09-2016
184,GJ 676 A,GJ 676 A d,Radial Velocity,4,3.6005,,0.014,16.03,16.03,3734,0.73,La Silla Observatory,,,,29-09-2016
185,GJ 676 A,GJ 676 A e,Radial Velocity,4,35.39,,0.025,16.03,16.03,3734,0.73,La Silla Observatory,,,,29-09-2016
186,GJ 685,GJ 685 b,Radial Velocity,1,24.16,0.1344,0.02832,14.32,14.32,3816,0.55,Qatar,,,,11-04-2019
187,GJ 687,GJ 687 b,Radial Velocity,1,38.14,0.17,0.06,4.55,4.55,3340,0.45,Lick Observatory,,,,06-09-2018
188,GJ 832,GJ 832 b,Radial Velocity,2,3657,3.56,0.68,4.97,4.97,3472,0.45,Anglo-Australian Telescope,,,,25-06-2014
189,GJ 832,GJ 832 c,Radial Velocity,2,35.68,0.163,0.017,4.97,4.97,3472,0.45,Multiple Observatories,,,,25-06-2014
190,GJ 849,GJ 849 b,Radial Velocity,1,1882,2.35,1,8.8,8.8,3241,0.65,W. M. Keck Observatory,,,,06-09-2018
191,GJ 86,GJ 86 b,Radial Velocity,1,15.76491,0.11,4.42,10.79,10.79,5182,0.93,La Silla Observatory,,,,06-09-2018
192,GJ 876,GJ 876 b,Radial Velocity,4,61.1166,0.208317,2.2756,4.68,4.68,,0.32,Multiple Observatories,,,,27-08-2014
193,GJ 876,GJ 876 c,Radial Velocity,4,30.0881,0.12959,0.7142,4.68,4.68,,0.32,Multiple Observatories,,,,27-08-2014
194,GJ 876,GJ 876 d,Radial Velocity,4,1.93778,0.020807,0.021,4.68,4.68,,0.32,W. M. Keck Observatory,,,,27-08-2014
195,GJ 876,GJ 876 e,Radial Velocity,4,124.26,0.3343,0.046,4.68,4.68,,0.32,W. M. Keck Observatory,,,,27-08-2014
196,GJ 96,GJ 96 b,Radial Velocity,1,73.94,0.291,0.06186,11.94,11.94,3785,0.6,Haute-Provence Observatory,,,,08-11-2018
197,GJ 9827,GJ 9827 b,Transit,3,1.2089819,0.0188,0.01545,29.69,29.69,4340,0.61,K2,,,,29-08-2019
198,GJ 9827,GJ 9827 c,Transit,3,3.6480957,0.03925,0.00264,29.69,29.69,4340,0.61,K2,,,,29-08-2019
199,GJ 9827,GJ 9827 d,Transit,3,6.2014698,0.05591,0.01271,29.69,29.69,4340,0.61,K2,,,,29-08-2019
200,GQ Lup,GQ Lup b,Imaging,1,,100,20,151.82,151.82,,0.7,Paranal Observatory,,,,14-05-2014
201,GSC 06214-00210,GSC 06214-00210 b,Imaging,1,,320,16,145,108.84,4200,0.9,Palomar Observatory,,,,01-04-2015
202,GU Psc,GU Psc b,Imaging,1,,2000,11.3,48,47.61,,0.33,Gemini Observatory,,,,14-05-2014
203,Gl 378,Gl 378 b,Radial Velocity,1,3.822,0.039435,0.04097,14.96,14.96,3879,0.56,Haute-Provence Observatory,,,,05-03-2019
204,Gl 49,Gl 49 b,Radial Velocity,1,13.8508,0.0905,0.01771,9.86,9.86,3805,0.52,Multiple Observatories,,,,13-06-2019
205,Gl 686,Gl 686 b,Radial Velocity,1,15.5314,0.0917,0.02089,8.16,8.16,3663,0.42,Roque de los Muchachos Observatory,,,,13-06-2019
206,HAT-P-1,HAT-P-1 b,Transit,1,4.46529976,0.05561,0.525,159.71,159.71,5980,1.15,HATNet,,,,10-09-2015
207,HAT-P-11,HAT-P-11 b,Transit,2,4.88780244,0.05254,0.07362,37.81,37.81,4780,0.81,HATNet,,,,31-01-2019
208,HAT-P-11,HAT-P-11 c,Radial Velocity,2,3407,4.13,1.59519,37.81,37.81,4780,0.81,W. M. Keck Observatory,,,,31-01-2019
209,HAT-P-12,HAT-P-12 b,Transit,1,3.2130598,0.0384,0.211,142.5,143.34,4650,0.73,HATNet,,,,14-05-2014
210,HAT-P-13,HAT-P-13 b,Transit,2,2.91625,,0.851,214,248.56,5653,1.22,HATNet,,,,15-10-2014
211,HAT-P-13,HAT-P-13 c,Radial Velocity,2,446.27,,14.28,214,248.56,5653,1.22,W. M. Keck Observatory,,,,31-01-2019
212,HAT-P-14,HAT-P-14 b,Transit,1,4.62767,,3.44,224.1,224.1,6600,2.65,HATNet,,,,26-04-2018
213,HAT-P-15,HAT-P-15 b,Transit,1,10.8635,,1.94,193.56,193.56,5568,1,HATNet,,,,26-04-2018
214,HAT-P-16,HAT-P-16 b,Transit,1,2.77596,0.0413,4.193,235,228,6158,1.22,HATNet,,,,14-05-2014
215,HAT-P-17,HAT-P-17 b,Transit,2,10.33852,,0.58,92.63,92.63,5246,0.99,HATNet,,,,26-04-2018
216,HAT-P-17,HAT-P-17 c,Radial Velocity,2,5584,5.6,3.4,92.63,92.63,5246,0.99,W. M. Keck Observatory,,,,14-05-2014
217,HAT-P-18,HAT-P-18 b,Transit,1,5.508023,0.0559,0.197,166,162.16,4803,0.77,HATNet,,,,14-05-2014
218,HAT-P-19,HAT-P-19 b,Transit,1,4.008778,0.0466,0.292,215,203.25,4990,0.84,HATNet,,,,14-05-2014
219,HAT-P-2,HAT-P-2 b,Transit,1,5.6335158,0.06814,8.62,128.25,128.25,6380,1.33,HATNet,,,,27-09-2018
220,HAT-P-20,HAT-P-20 b,Transit,1,2.875317,0.0361,7.246,70,71.18,4595,0.76,HATNet,,,,14-05-2014
221,HAT-P-21,HAT-P-21 b,Transit,1,4.12448,,4.87,279.48,279.48,5588,1.24,HATNet,,,,26-04-2018
222,HAT-P-22,HAT-P-22 b,Transit,1,3.21222,,2.47,81.96,81.96,5302,1.13,HATNet,,,,26-04-2018
223,HAT-P-23,HAT-P-23 b,Transit,1,1.21288,,1.34,368.61,368.61,5905,0.58,HATNet,,,,26-04-2018
224,HAT-P-24,HAT-P-24 b,Transit,1,3.35524,,0.75,420.26,420.26,6373,1.37,HATNet,,,,26-04-2018
225,HAT-P-25,HAT-P-25 b,Transit,1,3.65281514,0.0466,0.569,302.95,302.95,5519,1.01,HATNet,,,,17-01-2019
226,HAT-P-26,HAT-P-26 b,Transit,1,4.23452,,0.07,142.41,142.41,5079,1.12,HATNet,,,,26-04-2018
227,HAT-P-27,HAT-P-27 b,Transit,1,3.039577,0.04,0.62,204,200.31,5300,0.94,HATNet,,,,01-02-2018
228,HAT-P-28,HAT-P-28 b,Transit,1,3.257215,0.0434,0.626,395,405.96,5680,1.02,HATNet,,,,14-05-2014
229,HAT-P-29,HAT-P-29 b,Transit,1,5.72319,,0.88,316.36,316.36,6087,1.45,HATNet,,,,26-04-2018
230,HAT-P-3,HAT-P-3 b,Transit,1,2.8997,,0.65,135.08,135.08,5185,1.06,HATNet,,,,24-05-2018
231,HAT-P-30,HAT-P-30 b,Transit,1,2.8106,,0.83,215.29,215.29,6304,1.55,HATNet,,,,26-04-2018
232,HAT-P-31,HAT-P-31 b,Transit,1,5.00542,,2.27,347.48,347.48,6065,1.31,HATNet,,,,26-04-2018
233,HAT-P-32,HAT-P-32 b,Transit,1,2.1500082,0.03397,0.68,291.51,291.51,6001,1.13,HATNet,,,,11-07-2019
234,HAT-P-33,HAT-P-33 b,Transit,1,3.47447,,0.92,400.55,400.55,6446,1.82,HATNet,,,,26-04-2018
235,HAT-P-34,HAT-P-34 b,Transit,1,5.45265,,7.01,251.08,251.08,6442,4.26,HATNet,,,,26-04-2018
236,HAT-P-35,HAT-P-35 b,Transit,1,3.64671,,7.52,514.2,514.2,6096,23.56,HATNet,,,,26-04-2018
237,HAT-P-36,HAT-P-36 b,Transit,1,1.32734683,0.0241,1.8482,296.93,296.93,5620,1.03,HATNet,,,,11-07-2019
238,HAT-P-37,HAT-P-37 b,Transit,1,2.797436,0.0379,1.169,411,395.04,5500,0.93,HATNet,,,,14-05-2014
239,HAT-P-38,HAT-P-38 b,Transit,1,4.640382,0.0523,0.267,249,257.08,5330,0.89,HATNet,,,,14-05-2014
240,HAT-P-39,HAT-P-39 b,Transit,1,3.54387,0.0509,0.599,642,711.05,6430,1.4,HATNet,,,,14-05-2014
241,HAT-P-4,HAT-P-4 b,Transit,1,3.056536,0.04438,0.671,314,323.42,5860,,HATNet,,,,14-05-2014
242,HAT-P-40,HAT-P-40 b,Transit,1,4.45724,,0.48,470.68,470.68,6080,1.03,HATNet,,,,26-04-2018
243,HAT-P-41,HAT-P-41 b,Transit,1,2.69405,,1.19,351.63,351.63,6390,2.56,HATNet,,,,26-04-2018
244,HAT-P-42,HAT-P-42 b,Transit,1,4.641878,0.0575,1.044,447,409.91,5743,1.18,HATNet,,,,14-05-2014
245,HAT-P-43,HAT-P-43 b,Transit,1,3.332687,0.0443,0.662,542,536.98,5645,1.05,HATNet,,,,14-05-2014
246,HAT-P-44,HAT-P-44 b,Transit,2,4.301219,0.0507,0.352,363,351.38,5295,0.94,HATNet,,,,14-05-2014
247,HAT-P-44,HAT-P-44 c,Radial Velocity,2,872.2,1.752,4,363,351.38,5295,0.94,W. M. Keck Observatory,,,,14-05-2014
248,HAT-P-45,HAT-P-45 b,Transit,1,3.128992,0.0452,0.892,305,301.04,6330,1.26,HATNet,,,,14-05-2014
249,HAT-P-46,HAT-P-46 b,Transit,1,4.463129,0.0577,0.493,296,293.05,6120,1.28,HATNet,,,,14-05-2014
250,HAT-P-49,HAT-P-49 b,Transit,1,2.69155,,2.2,353.89,353.89,6820,2.22,HATNet,,,,26-04-2018
251,HAT-P-5,HAT-P-5 b,Transit,1,2.78849,,0.98,306.01,306.01,5960,1.04,HATNet,,,,24-05-2018
252,HAT-P-50,HAT-P-50 b,Transit,1,3.1220109,0.0453,1.35,497,522.76,6280,1.27,HATNet,,,,19-11-2015
253,HAT-P-51,HAT-P-51 b,Transit,1,4.2180278,0.05069,0.309,470,445.63,5449,0.98,HATNet,,,,19-11-2015
254,HAT-P-52,HAT-P-52 b,Transit,1,2.7535953,0.03694,0.818,385,364.92,5131,0.89,HATNet,,,,19-11-2015
255,HAT-P-53,HAT-P-53 b,Transit,1,1.9616241,0.03159,1.484,719,679.74,5956,1.09,HATNet,,,,19-11-2015
256,HAT-P-54,HAT-P-54 b,Transit,1,3.799847,0.04117,0.76,144.25,144.25,4390,0.65,HATNet,,,,24-04-2015
257,HAT-P-55,HAT-P-55 b,Transit,1,3.5852467,0.04604,0.582,480,519.05,5808,1.01,HATNet,,,,17-06-2015
258,HAT-P-56,HAT-P-56 b,Transit,1,2.79083,,2.31,323.5,323.5,6566,1.42,HATNet,,,,26-04-2018
259,HAT-P-57,HAT-P-57 b,Transit,1,2.4653,,1.41,282.08,282.08,6330,2.77,HATNet,,,,26-04-2018
260,HAT-P-6,HAT-P-6 b,Transit,1,3.85298,,1.32,277.5,277.5,6570,1.79,HATNet,,,,26-04-2018
261,HAT-P-65,HAT-P-65 b,Transit,1,2.6054552,0.03951,0.527,841,754.1,5835,1.21,HATNet,,,,15-09-2016
262,HAT-P-66,HAT-P-66 b,Transit,1,2.972086,0.04363,0.783,927,961.93,6002,1.25,HATNet,,,,15-09-2016
263,HAT-P-67,HAT-P-67 b,Transit,1,4.8101025,0.06505,0.34,320,375.69,6406,1.64,HATNet,,,,13-04-2017
264,HAT-P-69,HAT-P-69 b,Transit,1,4.7869491,0.06555,3.58,343.9,344.58,7394,1.65,HATNet,,,,15-08-2019
265,HAT-P-7,HAT-P-7 b,Transit,1,2.20474,,1.84,344.46,344.46,6389,1.56,HATNet,,,,26-04-2018
266,HAT-P-70,HAT-P-70 b,Transit,1,2.74432452,0.04739,6.78,329,333.76,8450,1.89,HATNet,,,,15-08-2019
267,HAT-P-8,HAT-P-8 b,Transit,1,3.07634,,1.28,212.84,212.84,6200,1.27,HATNet,,,,26-04-2018
268,HAT-P-9,HAT-P-9 b,Transit,1,3.92281072,0.05287,0.749,480,461.11,6350,1.28,HATNet,,,,11-07-2019
269,HATS-1,HATS-1 b,Transit,1,3.446459,0.0444,1.855,303,286.26,5870,0.99,HATSouth,,,,14-05-2014
270,HATS-10,HATS-10 b,Transit,1,3.312846,0.04491,0.526,496,543.13,5880,1.1,HATSouth,,,,21-05-2015
271,HATS-11,HATS-11 b,Transit,1,3.619188,0.0507,,967.34,969.6,6563,1.33,HATSouth,,,,26-10-2018
272,HATS-12,HATS-12 b,Transit,1,3.142702,0.0441,,512.41,374.04,6357,1.16,HATSouth,,,,26-10-2018
273,HATS-13,HATS-13 b,Transit,1,3.0440499,0.04057,0.543,476,426.82,5523,0.96,HATSouth,,,,13-08-2015
274,HATS-14,HATS-14 b,Transit,1,2.7667641,0.03815,1.071,513,520.51,5346,0.97,HATSouth,,,,13-08-2015
275,HATS-15,HATS-15 b,Transit,1,1.74748753,0.02712,2.17,689,1171.23,5311,0.87,HATSouth,,,,23-06-2016
276,HATS-16,HATS-16 b,Transit,1,2.686502,0.03744,3.27,774,773.93,5738,0.97,HATSouth,,,,23-06-2016
277,HATS-17,HATS-17 b,Transit,1,16.254611,0.1308,1.338,339,404.63,5846,1.13,HATSouth,,,,15-09-2016
278,HATS-18,HATS-18 b,Transit,1,0.83784,0.0174,1.9795,645,635.49,5600,1.04,Multiple Observatories,,,,11-07-2019
279,HATS-2,HATS-2 b,Transit,1,1.354133,0.023,1.345,360,345.3,5227,0.88,HATSouth,,,,14-05-2014
280,HATS-22,HATS-22 b,Transit,1,4.7228124,0.05025,2.74,207.9,231.04,4803,0.76,HATSouth,,,,16-03-2017
281,HATS-23,HATS-23 b,Transit,1,2.1605156,0.03397,1.47,747,650.83,5780,1.12,HATSouth,,,,16-03-2017
282,HATS-24,HATS-24 b,Transit,1,1.3484978,0.0238,2.26,510,500.86,6125,1.07,HATSouth,,,,11-07-2019
283,HATS-25,HATS-25 b,Transit,1,4.2986432,0.05163,0.613,466,477.44,5715,0.99,HATSouth,,,,09-06-2016
284,HATS-26,HATS-26 b,Transit,1,3.3023881,0.04735,0.65,907,883.48,6071,1.3,HATSouth,,,,09-06-2016
285,HATS-27,HATS-27 b,Transit,1,4.637038,0.0611,0.53,840,834.58,6438,1.42,HATSouth,,,,09-06-2016
286,HATS-28,HATS-28 b,Transit,1,3.1810781,0.04131,0.672,521,543.63,5498,0.93,HATSouth,,,,09-06-2016
287,HATS-29,HATS-29 b,Transit,1,4.6058749,0.05475,0.653,351,357.44,5670,1.03,HATSouth,,,,09-06-2016
288,HATS-3,HATS-3 b,Transit,1,3.547851,0.0485,1.071,453,415.94,6351,1.21,HATSouth,,,,14-05-2014
289,HATS-30,HATS-30 b,Transit,1,3.1743516,0.04354,0.706,339,345.53,5943,1.09,HATSouth,,,,09-06-2016
290,HATS-31,HATS-31 b,Transit,1,3.37796,0.0478,0.88,872,791.33,6050,1.27,HATSouth,,,,01-12-2016
291,HATS-32,HATS-32 b,Transit,1,2.8126548,0.04024,0.92,839,761.34,5700,1.1,HATSouth,,,,01-12-2016
292,HATS-33,HATS-33 b,Transit,1,2.5495551,0.03727,1.192,255,250.23,5659,1.06,HATSouth,,,,01-12-2016
293,HATS-34,HATS-34 b,Transit,1,2.1061607,0.03166,0.941,532,516.43,5380,0.95,HATSouth,,,,01-12-2016
294,HATS-35,HATS-35 b,Transit,1,1.8209993,0.03199,1.222,557,522.04,6300,1.32,HATSouth,,,,01-12-2016
295,HATS-36,HATS-36 b,Transit,1,4.175186,0.0523,,878.65,877.4,5950,1.1,HATSouth,,,,26-10-2018
296,HATS-39,HATS-39 b,Transit,1,4.5776348,0.06007,0.63,773,892.22,6572,1.38,HATSouth,,,,12-04-2018
297,HATS-4,HATS-4 b,Transit,1,2.516729,0.0362,1.323,420,421.53,5403,1,HATSouth,,,,02-07-2014
298,HATS-40,HATS-40 b,Transit,1,3.2642736,0.04997,1.59,1431,1396.42,6460,1.56,HATSouth,,,,12-04-2018
299,HATS-41,HATS-41 b,Transit,1,4.193649,0.0583,9.7,800,753.44,6424,1.5,HATSouth,,,,12-04-2018
300,HATS-42,HATS-42 b,Transit,1,2.292102,0.03689,1.88,942,819.2,6060,1.27,HATSouth,,,,12-04-2018
301,HATS-43,HATS-43 b,Transit,1,4.3888497,0.04944,0.261,341,366.1,5099,0.84,HATSouth,,,,24-05-2018
302,HATS-44,HATS-44 b,Transit,1,2.7439004,0.03649,0.56,463,451.85,5080,0.86,HATSouth,,,,24-05-2018
303,HATS-45,HATS-45 b,Transit,1,4.1876244,0.05511,0.7,818,789.58,6450,1.27,HATSouth,,,,24-05-2018
304,HATS-46,HATS-46 b,Transit,1,4.7423729,0.05367,0.173,448,459.82,5495,0.92,HATSouth,,,,24-05-2018
305,HATS-5,HATS-5 b,Transit,1,4.763387,0.0542,0.237,257,248.14,5304,0.94,HATSouth,,,,14-05-2014
306,HATS-50,HATS-50 b,Transit,1,3.8297015,0.05046,0.39,717,773.16,5990,1.17,HATSouth,,,,05-01-2018
307,HATS-51,HATS-51 b,Transit,1,3.3488702,0.04639,0.768,478,393.96,5758,1.19,HATSouth,,,,05-01-2018
308,HATS-52,HATS-52 b,Transit,1,1.36665436,0.02498,2.24,631,564.14,6010,1.11,HATSouth,,,,05-01-2018
309,HATS-53,HATS-53 b,Transit,1,3.8537768,0.04753,0.595,613,595.76,5644,0.96,HATSouth,,,,05-01-2018
310,HATS-54,HATS-54 b,Transit,1,2.5441828,0.03763,0.76,769,764.35,5702,1.1,HATSouth,,,,15-08-2019
311,HATS-55,HATS-55 b,Transit,1,4.2042001,0.05412,0.921,623.6,620.72,6214,1.2,HATSouth,,,,15-08-2019
312,HATS-56,HATS-56 b,Transit,1,4.324799,0.06043,0.602,577.1,573.49,6536,1.57,HATSouth,,,,15-08-2019
313,HATS-57,HATS-57 b,Transit,1,2.350621,0.03493,3.147,280,281.73,5587,1.03,HATSouth,,,,15-08-2019
314,HATS-58 A,HATS-58 A b,Transit,1,4.2180896,0.05798,1.03,492,425.88,7175,1.46,HATSouth,,,,15-08-2019
315,HATS-59,HATS-59 b,Transit,2,5.416081,0.06112,0.806,654.88,654.88,5670,1.04,HATSouth,,,,06-12-2018
316,HATS-59,HATS-59 c,Radial Velocity,2,1422,2.504,12.7,654.88,654.88,5670,1.04,HATSouth,,,,06-12-2018
317,HATS-6,HATS-6 b,Transit,1,3.3252725,0.03623,0.319,148.4,170.14,3724,0.57,HATSouth,,,,14-05-2015
318,HATS-60,HATS-60 b,Transit,1,3.560829,0.04708,0.662,494.3,493.27,5688,1.1,HATSouth,,,,17-01-2019
319,HATS-61,HATS-61 b,Transit,1,7.817953,0.07908,3.4,694,693.41,5542,1.08,HATSouth,,,,17-01-2019
320,HATS-62,HATS-62 b,Transit,1,3.2768837,0.04163,0.179,516.8,530.82,5416,0.9,HATSouth,,,,17-01-2019
321,HATS-63,HATS-63 b,Transit,1,3.0566527,0.04026,0.96,634.8,634.68,5627,0.93,HATSouth,,,,17-01-2019
322,HATS-64,HATS-64 b,Transit,1,4.908897,0.06562,0.96,1083,1114.58,6554,1.56,HATSouth,,,,17-01-2019
323,HATS-65,HATS-65 b,Transit,1,3.105161,0.04497,0.821,495,499.94,6277,1.26,HATSouth,,,,17-01-2019
324,HATS-66,HATS-66 b,Transit,1,3.1414391,0.04714,5.33,1538,1544.12,6626,1.41,HATSouth,,,,17-01-2019
325,HATS-67,HATS-67 b,Transit,1,1.6091788,0.03032,1.45,982,987.07,6594,1.44,HATSouth,,,,17-01-2019
326,HATS-68,HATS-68 b,Transit,1,3.5862202,0.05071,1.29,618.2,614.58,6147,1.35,HATSouth,,,,17-01-2019
327,HATS-69,HATS-69 b,Transit,1,2.2252577,0.03211,0.577,420.3,419.53,5137,0.89,HATSouth,,,,17-01-2019
328,HATS-7,HATS-7 b,Transit,1,3.185315,0.04012,0.12,257,242.38,4985,0.85,HATSouth,,,,24-05-2018
329,HATS-70,HATS-70 b,Transit,1,1.8882378,0.03632,12.9,1307,1519.95,7930,1.78,HATSouth,,,,14-02-2019
330,HATS-8,HATS-8 b,Transit,1,3.583893,0.04667,0.138,829,812.65,5679,1.06,HATSouth,,,,17-06-2015
331,HATS-9,HATS-9 b,Transit,1,1.915291,0.0312,,654.36,650.35,5599,1.1,HATSouth,,,,26-10-2018
332,HD 100546,HD 100546 b,Imaging,1,,53,,110.02,110.02,10500,2.4,Paranal Observatory,,,,14-05-2015
333,HD 100655,HD 100655 b,Radial Velocity,1,157.57001,0.68,1.61,137.72,137.72,4891,2.28,Bohyunsan Optical Astronomical Observatory,,,,06-09-2018
334,HD 100777,HD 100777 b,Radial Velocity,1,383.70001,1.03,1.03,49.6,49.6,5533,0.83,La Silla Observatory,,,,06-09-2018
335,HD 10180,HD 10180 c,Radial Velocity,6,5.75969,0.06412,0.0416,39,39,5911,1.06,La Silla Observatory,,,,25-06-2015
336,HD 10180,HD 10180 d,Radial Velocity,6,16.357,0.12859,0.0378,39,39,5911,1.06,La Silla Observatory,,,,25-06-2015
337,HD 10180,HD 10180 e,Radial Velocity,6,49.748,0.2699,0.0805,39,39,5911,1.06,La Silla Observatory,,,,25-06-2015
338,HD 10180,HD 10180 f,Radial Velocity,6,122.744,0.4929,0.0722,39,39,5911,1.06,La Silla Observatory,,,,25-06-2015
339,HD 10180,HD 10180 g,Radial Velocity,6,604.67,1.427,0.0732,39,39,5911,1.06,La Silla Observatory,,,,25-06-2015
340,HD 10180,HD 10180 h,Radial Velocity,6,2205,3.381,0.2066,39,39,5911,1.06,La Silla Observatory,,,,25-06-2015
341,HD 101930,HD 101930 b,Radial Velocity,1,70.46,0.3,0.25,30.05,30.05,5108,0.57,La Silla Observatory,,,,06-09-2018
342,HD 102117,HD 102117 b,Radial Velocity,1,20.8133,0.15,0.17,39.62,39.62,5655,1.06,La Silla Observatory,,,,06-09-2018
343,HD 102195,HD 102195 b,Radial Velocity,1,4.11377,0.05,0.41,29.36,29.36,5301,0.76,Kitt Peak National Observatory,,,,06-09-2018
344,HD 102272,HD 102272 b,Radial Velocity,1,127.58,0.51,4.94,350.01,350.01,4790,1.45,McDonald Observatory,,,,06-09-2018
345,HD 102329,HD 102329 b,Radial Velocity,2,778.09998,1.81,8.16,218.42,218.42,4745,3.21,W. M. Keck Observatory,,,,06-09-2018
346,HD 102329,HD 102329 c,Radial Velocity,2,1123,,1.52,218.42,218.42,4745,3.21,W. M. Keck Observatory,,,,29-11-2018
347,HD 102365,HD 102365 b,Radial Velocity,1,122.1,0.46,0.05,9.29,9.29,5630,0.85,Anglo-Australian Telescope,,,,14-05-2014
348,HD 102843,HD 102843 b,Radial Velocity,1,3090.942,4.074,0.35837,62.87,62.87,5436,0.95,Las Campanas Observatory,,,,23-05-2019
349,HD 102956,HD 102956 b,Radial Velocity,1,6.4947,0.0807,0.96,122.32,122.32,4985,1.66,W. M. Keck Observatory,,,,06-12-2018
350,HD 103197,HD 103197 b,Radial Velocity,1,47.84,0.25,0.09,57.24,57.24,5250,0.8,La Silla Observatory,,,,06-09-2018
351,HD 103720,HD 103720 b,Radial Velocity,1,4.5557,0.0498,0.62,41.6,45.6,5017,0.79,La Silla Observatory,,,,08-01-2015
352,HD 103774,HD 103774 b,Radial Velocity,1,5.8881,0.07,0.367,56.5,56.5,6489,1.33,La Silla Observatory,,,,14-05-2014
353,HD 103949,HD 103949 b,Radial Velocity,1,120.878,0.439,0.03524,26.52,26.52,4792,0.77,Las Campanas Observatory,,,,23-05-2019
354,HD 104067,HD 104067 b,Radial Velocity,1,55.806,0.26,0.16,20.38,20.38,4937,0.62,La Silla Observatory,,,,06-09-2018
355,HD 10442,HD 10442 b,Radial Velocity,1,1032.3,2.01,1.487,135.89,135.89,4912,1.01,W. M. Keck Observatory,,,,06-12-2018
356,HD 104985,HD 104985 b,Radial Velocity,1,199.505,0.95,8.3,100.86,100.86,4877,2.3,Okayama Astrophysical Observatory,,,,14-05-2014
357,HD 106252,HD 106252 b,Radial Velocity,1,1531,2.61,6.93,38.23,38.23,5874,1.01,Lick Observatory,,,,06-09-2018
358,HD 106270,HD 106270 b,Radial Velocity,1,1888,3.34,10.13,94.06,94.06,5509,1.39,W. M. Keck Observatory,,,,06-12-2018
359,HD 106315,HD 106315 b,Transit,2,9.55237,0.0907,0.03964,109,109.69,6327,1.09,K2,,,,25-07-2019
360,HD 106315,HD 106315 c,Transit,2,21.05704,0.1536,0.04782,109,109.69,6327,1.09,K2,,,,25-07-2019
361,HD 10647,HD 10647 b,Radial Velocity,1,989.2,2.015,0.94,17.34,17.34,6218,1.11,W. M. Keck Observatory,,,,14-05-2014
362,HD 106515 A,HD 106515 A b,Radial Velocity,1,3630,4.59,9.61,34.12,34.12,5362,0.97,La Silla Observatory,,,,14-05-2014
363,HD 106906,HD 106906 b,Imaging,1,,650,11,103.33,103.33,6516,1.5,Las Campanas Observatory,,,,14-05-2014
364,HD 10697,HD 10697 b,Radial Velocity,1,1075.69,2.14,6.383,33.15,33.15,5600,1.13,W. M. Keck Observatory,,,,06-12-2018
365,HD 107148,HD 107148 b,Radial Velocity,1,48.056,0.269,0.21,49.49,49.49,5797,1.12,W. M. Keck Observatory,,,,14-05-2014
366,HD 108147,HD 108147 b,Radial Velocity,1,10.8985,0.102,0.261,38.96,38.96,6265,1.27,La Silla Observatory,,,,14-05-2014
367,HD 108341,HD 108341 b,Radial Velocity,1,1129,2,3.5,49.4,48.98,5122,0.84,La Silla Observatory,,,,08-01-2015
368,HD 108863,HD 108863 b,Radial Velocity,1,437.7,1.32,2.414,165.52,165.52,4878,1.59,W. M. Keck Observatory,,,,06-12-2018
369,HD 108874,HD 108874 b,Radial Velocity,2,394.48123,1.04,1.42,59.62,59.62,5600,1.1,W. M. Keck Observatory,,,,06-09-2018
370,HD 108874,HD 108874 c,Radial Velocity,2,1624,2.659,0.99,59.62,59.62,5600,1.1,W. M. Keck Observatory,,,,14-05-2014
371,HD 109246,HD 109246 b,Radial Velocity,1,68.27,0.33,0.86,67.97,67.97,5844,1.2,Haute-Provence Observatory,,,,06-09-2018
372,HD 109271,HD 109271 b,Radial Velocity,2,7.8543,0.079,0.054,55.96,55.96,5783,1.05,La Silla Observatory,,,,14-05-2014
373,HD 109271,HD 109271 c,Radial Velocity,2,30.93,0.196,0.076,55.96,55.96,5783,1.05,La Silla Observatory,,,,14-05-2014
374,HD 109749,HD 109749 b,Radial Velocity,1,5.239891,0.0615,0.27,63.2,63.2,5824,1.13,W. M. Keck Observatory,,,,27-09-2018
375,HD 110014,HD 110014 b,Radial Velocity,1,835.477,2.14,11.09,100.98,100.98,4445,2.17,La Silla Observatory,,,,14-05-2014
376,HD 111232,HD 111232 b,Radial Velocity,1,1143,1.97,7.14,28.98,28.98,5512,0.84,La Silla Observatory,,,,06-09-2018
377,HD 111591,HD 111591 b,Radial Velocity,1,1056.4,2.5,4.4,114.54,114.54,4884,1.94,Multiple Observatories,,,,30-11-2017
378,HD 111998,HD 111998 b,Radial Velocity,1,825.9,1.82,4.51,33.26,33.26,6557,1.18,La Silla Observatory,,,,08-09-2016
379,HD 113337,HD 113337 b,Radial Velocity,1,324,0.92,2.83,36.22,36.22,6576.6,1.4,Haute-Provence Observatory,,,,14-05-2014
380,HD 113538,HD 113538 b,Radial Velocity,2,663.2,1.24,0.36,15.9,16.29,4462,0.58,La Silla Observatory,,,,08-01-2015
381,HD 113538,HD 113538 c,Radial Velocity,2,1818,2.44,0.93,15.9,16.29,4462,0.58,La Silla Observatory,,,,08-01-2015
382,HD 113996,HD 113996 b,Radial Velocity,1,610.2,1.6,6.3,116.34,116.34,4181,1.49,Bohyunsan Optical Astronomical Observatory,,,,30-11-2017
383,HD 114386,HD 114386 b,Radial Velocity,1,937.70001,1.73,1.14,27.95,27.95,4836,0.6,La Silla Observatory,,,,06-09-2018
